chunking,embedding,query_id,recall@k,mrr,ndcg@k
recursive,openai-large,77,1.0,1.0,1.0
recursive,openai-large,78,1.0,1.0,1.0
recursive,openai-large,79,0.5,1.0,0.6131471927654584
recursive,openai-large,80,1.0,1.0,1.0
recursive,openai-large,81,0.6666666666666666,1.0,0.6508205185601091
recursive,openai-large,82,1.0,1.0,1.0
recursive,openai-large,83,1.0,1.0,1.0
recursive,openai-large,84,1.0,1.0,1.0
recursive,openai-large,85,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-large,86,0.25,0.5,0.24630238874073
recursive,openai-large,87,1.0,1.0,0.8772153153380493
recursive,openai-large,88,0.5,1.0,0.5585075862632192
recursive,openai-large,89,0.5,0.5,0.38685280723454163
recursive,openai-large,90,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,91,1.0,1.0,1.0
recursive,openai-large,92,1.0,1.0,1.0
recursive,openai-large,93,1.0,1.0,1.0
recursive,openai-large,94,1.0,1.0,1.0
recursive,openai-large,95,1.0,1.0,1.0
recursive,openai-large,96,1.0,1.0,1.0
recursive,openai-large,97,0.5,1.0,0.6131471927654584
recursive,openai-large,98,1.0,1.0,1.0
recursive,openai-large,99,1.0,1.0,1.0
recursive,openai-large,100,1.0,1.0,1.0
recursive,openai-large,101,1.0,1.0,1.0
recursive,openai-large,102,1.0,1.0,1.0
recursive,openai-large,103,1.0,1.0,1.0
recursive,openai-large,104,0.5,1.0,0.6131471927654584
recursive,openai-large,105,1.0,1.0,0.8772153153380493
recursive,openai-large,106,1.0,1.0,1.0
recursive,openai-large,107,0.25,1.0,0.48522855511632257
recursive,openai-large,108,1.0,1.0,1.0
recursive,openai-large,109,1.0,1.0,1.0
recursive,openai-large,110,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,111,1.0,1.0,0.9674679834891693
recursive,openai-large,112,0.75,0.5,0.592512031964586
recursive,openai-large,113,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,114,1.0,1.0,1.0
recursive,openai-large,115,1.0,1.0,1.0
recursive,openai-large,116,1.0,1.0,1.0
recursive,openai-large,117,1.0,1.0,1.0
recursive,openai-large,118,1.0,1.0,1.0
recursive,openai-large,119,1.0,1.0,1.0
recursive,openai-large,120,1.0,1.0,0.8772153153380493
recursive,openai-large,121,0.0,0.0,0.0
recursive,openai-large,122,1.0,1.0,1.0
recursive,openai-large,123,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,124,1.0,1.0,1.0
recursive,openai-large,125,1.0,1.0,0.8772153153380493
recursive,openai-large,126,0.75,1.0,0.75369761125927
recursive,openai-large,127,1.0,1.0,1.0
recursive,openai-large,128,1.0,1.0,1.0
recursive,openai-large,129,1.0,1.0,1.0
recursive,openai-large,130,0.2,1.0,0.3391602052736161
recursive,openai-large,131,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-large,132,1.0,1.0,1.0
recursive,openai-large,133,0.75,1.0,0.7095272044910244
recursive,openai-large,134,0.6666666666666666,1.0,0.6508205185601091
recursive,openai-large,135,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-large,136,1.0,1.0,1.0
recursive,openai-large,137,1.0,0.5,0.6934264036172708
recursive,openai-large,138,0.5,1.0,0.6131471927654584
recursive,openai-large,139,1.0,1.0,1.0
recursive,openai-large,140,1.0,1.0,1.0
recursive,openai-large,141,1.0,1.0,0.8503449055347546
recursive,openai-large,142,1.0,1.0,1.0
recursive,openai-large,143,0.25,1.0,0.3903800499921017
recursive,openai-large,144,1.0,1.0,1.0
recursive,openai-large,145,1.0,1.0,1.0
recursive,openai-large,146,1.0,1.0,1.0
recursive,openai-large,147,1.0,1.0,1.0
recursive,openai-large,148,0.6666666666666666,0.5,0.5307212739772434
recursive,openai-large,149,1.0,1.0,1.0
recursive,openai-large,150,1.0,1.0,0.8503449055347546
recursive,openai-large,151,1.0,1.0,1.0
recursive,openai-large,152,0.5,0.5,0.44149241373678083
recursive,openai-large,153,1.0,1.0,1.0
recursive,openai-large,154,1.0,1.0,1.0
recursive,openai-large,155,1.0,1.0,1.0
recursive,openai-large,156,1.0,1.0,1.0
recursive,openai-large,157,1.0,1.0,1.0
recursive,openai-large,158,0.5,1.0,0.6131471927654584
token,openai-small,0,1.0,1.0,1.0
token,openai-small,1,1.0,1.0,1.0
token,openai-small,2,1.0,1.0,1.0
token,openai-small,3,1.0,1.0,1.0
token,openai-small,4,0.6666666666666666,0.5,0.4776237035032179
token,openai-small,5,1.0,1.0,1.0
token,openai-small,6,0.0,0.0,0.0
token,openai-small,7,1.0,1.0,1.0
token,openai-small,8,1.0,1.0,1.0
token,openai-small,9,0.5,1.0,0.6131471927654584
token,openai-small,10,1.0,1.0,1.0
token,openai-small,11,0.5,1.0,0.6131471927654584
token,openai-small,12,1.0,1.0,1.0
token,openai-small,13,1.0,0.5,0.6934264036172708
token,openai-small,14,1.0,1.0,0.8772153153380493
token,openai-small,15,0.3,1.0,0.6992148198508501
token,openai-small,16,1.0,1.0,1.0
token,openai-small,17,0.5,1.0,0.6131471927654584
token,openai-small,18,1.0,1.0,1.0
token,openai-small,19,1.0,1.0,1.0
token,openai-small,20,0.6,0.5,0.5147714448836774
token,openai-small,21,0.5,1.0,0.6131471927654584
token,openai-small,22,1.0,1.0,1.0
token,openai-small,23,0.5,1.0,0.6131471927654584
token,openai-small,24,1.0,1.0,0.8772153153380493
token,openai-small,25,1.0,1.0,1.0
token,openai-small,26,1.0,1.0,1.0
token,openai-small,27,0.25,0.3333333333333333,0.19519002499605084
token,openai-small,28,0.6666666666666666,1.0,0.7653606369886217
token,openai-small,29,1.0,1.0,1.0
token,openai-small,30,0.6666666666666666,0.5,0.5307212739772434
token,openai-small,31,1.0,1.0,1.0
token,openai-small,32,1.0,1.0,1.0
token,openai-small,33,1.0,1.0,1.0
token,openai-small,34,0.25,1.0,0.3903800499921017
token,openai-small,35,1.0,1.0,1.0
token,openai-small,36,0.5,1.0,0.6131471927654584
token,openai-small,37,1.0,1.0,1.0
token,openai-small,38,1.0,1.0,1.0
token,openai-small,39,1.0,1.0,1.0
token,openai-small,40,0.6666666666666666,1.0,0.8687949224876582
token,openai-small,41,1.0,1.0,1.0
token,openai-small,42,0.5,1.0,0.6131471927654584
token,openai-small,43,0.5,1.0,0.6131471927654584
token,openai-small,44,0.6666666666666666,1.0,0.7653606369886217
token,openai-small,45,1.0,1.0,1.0
token,openai-small,46,0.4,0.3333333333333333,0.3156484524795145
token,openai-small,47,1.0,1.0,1.0
token,openai-small,48,0.5,1.0,0.6131471927654584
token,openai-small,49,1.0,1.0,1.0
token,openai-small,50,0.5,1.0,0.6131471927654584
token,openai-small,51,1.0,0.25,0.5012658353418871
token,openai-small,52,1.0,1.0,1.0
token,openai-small,53,1.0,1.0,1.0
token,openai-small,54,1.0,1.0,1.0
token,openai-small,55,0.14285714285714285,1.0,0.3391602052736161
token,openai-small,56,1.0,1.0,1.0
token,openai-small,57,0.6666666666666666,1.0,0.7653606369886217
token,openai-small,58,1.0,0.5,0.6240505200038379
token,openai-small,59,0.5714285714285714,1.0,0.830419897363192
token,openai-small,60,0.3333333333333333,0.5,0.2960819109658652
token,openai-small,61,1.0,1.0,1.0
token,openai-small,62,0.5,1.0,0.6131471927654584
token,openai-small,63,0.5,1.0,0.6131471927654584
token,openai-small,64,0.6666666666666666,1.0,0.8687949224876582
token,openai-small,65,1.0,1.0,1.0
token,openai-small,66,0.5,0.25,0.2640681225725909
token,openai-small,67,1.0,1.0,1.0
token,openai-small,68,0.5,1.0,0.6131471927654584
token,openai-small,69,1.0,1.0,1.0
token,openai-small,70,1.0,1.0,1.0
token,openai-small,71,0.5,1.0,0.6131471927654584
token,openai-small,72,1.0,1.0,1.0
token,openai-small,73,1.0,1.0,1.0
token,openai-small,74,1.0,1.0,1.0
token,openai-small,75,0.5555555555555556,1.0,1.0
token,openai-small,76,0.6666666666666666,1.0,0.7039180890341347
token,openai-small,77,1.0,1.0,0.9197207891481876
token,openai-small,78,1.0,1.0,0.9197207891481876
token,openai-small,79,0.5,1.0,0.6131471927654584
token,openai-small,80,1.0,1.0,1.0
token,openai-small,81,0.6666666666666666,1.0,0.7653606369886217
token,openai-small,82,0.5,1.0,0.6131471927654584
token,openai-small,83,1.0,1.0,1.0
token,openai-small,84,0.5,1.0,0.6131471927654584
token,openai-small,85,0.3333333333333333,1.0,0.46927872602275644
token,openai-small,86,0.3333333333333333,0.5,0.2960819109658652
token,openai-small,87,0.5,1.0,0.6131471927654584
token,openai-small,88,0.6666666666666666,1.0,0.6508205185601091
token,openai-small,89,1.0,0.5,0.6509209298071326
token,openai-small,90,1.0,1.0,0.8503449055347546
token,openai-small,91,1.0,1.0,1.0
token,openai-small,92,1.0,1.0,1.0
token,openai-small,93,1.0,1.0,1.0
token,openai-small,94,1.0,1.0,1.0
token,openai-small,95,1.0,1.0,1.0
token,openai-small,96,1.0,1.0,1.0
token,openai-small,97,0.5,1.0,0.6131471927654584
token,openai-small,98,1.0,1.0,1.0
token,openai-small,99,1.0,1.0,1.0
token,openai-small,100,1.0,1.0,1.0
token,openai-small,101,1.0,1.0,1.0
token,openai-small,102,1.0,1.0,1.0
token,openai-small,103,1.0,1.0,1.0
token,openai-small,104,0.5,1.0,0.6131471927654584
token,openai-small,105,1.0,1.0,0.9197207891481876
token,openai-small,106,1.0,1.0,1.0
token,openai-small,107,0.25,1.0,0.48522855511632257
token,openai-small,108,1.0,1.0,1.0
token,openai-small,109,1.0,1.0,1.0
token,openai-small,110,1.0,1.0,1.0
token,openai-small,111,1.0,1.0,1.0
token,openai-small,112,1.0,1.0,0.9674679834891693
token,openai-small,113,1.0,1.0,0.9197207891481876
token,openai-small,114,1.0,1.0,0.9197207891481876
token,openai-small,115,1.0,1.0,1.0
token,openai-small,116,0.5,1.0,0.6131471927654584
token,openai-small,117,1.0,1.0,1.0
token,openai-small,118,0.5,1.0,0.6131471927654584
token,openai-small,119,1.0,1.0,1.0
token,openai-small,120,1.0,1.0,0.8503449055347546
token,openai-small,121,1.0,1.0,0.8503449055347546
token,openai-small,122,1.0,1.0,1.0
token,openai-small,123,1.0,1.0,1.0
token,openai-small,124,1.0,1.0,1.0
token,openai-small,125,1.0,1.0,0.8772153153380493
token,openai-small,126,0.6666666666666666,1.0,0.6713860725233041
token,openai-small,127,1.0,1.0,1.0
token,openai-small,128,1.0,1.0,1.0
token,openai-small,129,1.0,1.0,1.0
token,openai-small,130,0.25,1.0,0.3903800499921017
token,openai-small,131,0.5,1.0,0.6131471927654584
token,openai-small,132,1.0,1.0,1.0
token,openai-small,133,0.5,1.0,0.5585075862632192
token,openai-small,134,0.3333333333333333,1.0,0.46927872602275644
token,openai-small,135,0.5,1.0,0.6131471927654584
token,openai-small,136,1.0,1.0,1.0
token,openai-small,137,0.5,1.0,0.6131471927654584
token,openai-small,138,0.5,1.0,0.6131471927654584
token,openai-small,139,1.0,1.0,1.0
token,openai-small,140,1.0,1.0,1.0
token,openai-small,141,1.0,1.0,0.8503449055347546
token,openai-small,142,1.0,1.0,1.0
token,openai-small,143,0.6666666666666666,1.0,0.7039180890341347
token,openai-small,144,1.0,1.0,1.0
token,openai-small,145,1.0,1.0,1.0
token,openai-small,146,1.0,1.0,1.0
token,openai-small,147,1.0,1.0,1.0
token,openai-small,148,1.0,1.0,1.0
token,openai-small,149,1.0,1.0,1.0
token,openai-small,150,0.5,1.0,0.6131471927654584
token,openai-small,151,1.0,1.0,1.0
token,openai-small,152,0.5,1.0,0.5585075862632192
token,openai-small,153,1.0,1.0,1.0
token,openai-small,154,1.0,1.0,1.0
token,openai-small,155,1.0,1.0,1.0
token,openai-small,156,1.0,1.0,1.0
token,openai-small,157,1.0,1.0,1.0
token,openai-small,158,0.5,1.0,0.6131471927654584
token,openai-large,0,1.0,1.0,1.0
token,openai-large,1,1.0,1.0,1.0
token,openai-large,2,1.0,1.0,1.0
token,openai-large,3,1.0,0.5,0.6309297535714575
token,openai-large,4,0.6666666666666666,1.0,0.6713860725233041
token,openai-large,5,1.0,1.0,1.0
token,openai-large,6,0.45454545454545453,1.0,1.0
token,openai-large,7,1.0,1.0,1.0
token,openai-large,8,1.0,1.0,1.0
token,openai-large,9,1.0,1.0,0.8503449055347546
token,openai-large,10,1.0,1.0,1.0
token,openai-large,11,0.5,1.0,0.6131471927654584
token,openai-large,12,1.0,1.0,1.0
token,openai-large,13,1.0,0.5,0.6934264036172708
token,openai-large,14,1.0,1.0,0.8772153153380493
token,openai-large,15,0.2,1.0,0.5531464700081437
token,openai-large,16,1.0,1.0,1.0
token,openai-large,17,1.0,1.0,0.9197207891481876
token,openai-large,18,1.0,1.0,1.0
token,openai-large,19,1.0,1.0,1.0
token,openai-large,20,0.6,0.5,0.4912596920895758
token,openai-large,21,1.0,1.0,0.8772153153380493
token,openai-large,22,1.0,1.0,1.0
token,openai-large,23,1.0,1.0,1.0
token,openai-large,24,1.0,1.0,0.9197207891481876
token,openai-large,25,1.0,1.0,1.0
token,openai-large,26,1.0,1.0,1.0
token,openai-large,27,0.5,1.0,0.5585075862632192
token,openai-large,28,0.6666666666666666,0.5,0.5307212739772434
token,openai-large,29,1.0,1.0,1.0
token,openai-large,30,0.6666666666666666,1.0,0.7039180890341347
token,openai-large,31,1.0,1.0,1.0
token,openai-large,32,1.0,1.0,1.0
token,openai-large,33,1.0,1.0,1.0
token,openai-large,34,0.5,1.0,0.5855700749881525
token,openai-large,35,1.0,1.0,1.0
token,openai-large,36,0.5,1.0,0.6131471927654584
token,openai-large,37,1.0,1.0,1.0
token,openai-large,38,1.0,1.0,1.0
token,openai-large,39,1.0,1.0,1.0
token,openai-large,40,0.6666666666666666,1.0,0.8687949224876582
token,openai-large,41,1.0,1.0,0.9197207891481876
token,openai-large,42,0.5,1.0,0.6131471927654584
token,openai-large,43,1.0,1.0,0.8503449055347546
token,openai-large,44,0.6666666666666666,1.0,0.7653606369886217
token,openai-large,45,1.0,1.0,1.0
token,openai-large,46,0.4,1.0,0.5531464700081437
token,openai-large,47,1.0,1.0,1.0
token,openai-large,48,0.5,1.0,0.6131471927654584
token,openai-large,49,1.0,1.0,1.0
token,openai-large,50,0.5,1.0,0.6131471927654584
token,openai-large,51,1.0,1.0,1.0
token,openai-large,52,1.0,1.0,1.0
token,openai-large,53,1.0,1.0,1.0
token,openai-large,54,1.0,1.0,1.0
token,openai-large,55,0.2857142857142857,1.0,0.5531464700081437
token,openai-large,56,1.0,1.0,1.0
token,openai-large,57,1.0,1.0,1.0
token,openai-large,58,1.0,0.5,0.6509209298071326
token,openai-large,59,0.5714285714285714,1.0,0.830419897363192
token,openai-large,60,0.6666666666666666,1.0,0.6713860725233041
token,openai-large,61,1.0,1.0,1.0
token,openai-large,62,1.0,1.0,0.8503449055347546
token,openai-large,63,1.0,1.0,1.0
token,openai-large,64,0.8333333333333334,1.0,1.0
token,openai-large,65,1.0,0.5,0.6309297535714575
token,openai-large,66,0.5,1.0,0.6131471927654584
token,openai-large,67,1.0,1.0,1.0
token,openai-large,68,0.5,1.0,0.6131471927654584
token,openai-large,69,1.0,1.0,1.0
token,openai-large,70,1.0,1.0,1.0
token,openai-large,71,0.5,1.0,0.6131471927654584
token,openai-large,72,1.0,1.0,1.0
token,openai-large,73,1.0,1.0,1.0
token,openai-large,74,1.0,1.0,1.0
token,openai-large,75,0.4444444444444444,1.0,0.7860137352654724
token,openai-large,76,0.6666666666666666,1.0,0.7653606369886217
token,openai-large,77,1.0,1.0,0.9197207891481876
token,openai-large,78,1.0,1.0,1.0
token,openai-large,79,0.5,1.0,0.6131471927654584
token,openai-large,80,1.0,1.0,1.0
token,openai-large,81,0.6666666666666666,1.0,0.7039180890341347
token,openai-large,82,1.0,1.0,1.0
token,openai-large,83,1.0,1.0,1.0
token,openai-large,84,1.0,1.0,0.8503449055347546
token,openai-large,85,0.6666666666666666,1.0,0.6713860725233041
token,openai-large,86,0.3333333333333333,0.5,0.2960819109658652
token,openai-large,87,0.5,1.0,0.6131471927654584
token,openai-large,88,0.6666666666666666,1.0,0.6713860725233041
token,openai-large,89,1.0,0.3333333333333333,0.5437713091520254
token,openai-large,90,1.0,1.0,0.9197207891481876
token,openai-large,91,1.0,1.0,1.0
token,openai-large,92,1.0,1.0,1.0
token,openai-large,93,1.0,1.0,1.0
token,openai-large,94,1.0,1.0,1.0
token,openai-large,95,1.0,1.0,1.0
token,openai-large,96,1.0,1.0,1.0
token,openai-large,97,0.5,1.0,0.6131471927654584
token,openai-large,98,1.0,1.0,1.0
token,openai-large,99,1.0,1.0,1.0
token,openai-large,100,1.0,1.0,1.0
token,openai-large,101,1.0,1.0,1.0
token,openai-large,102,1.0,1.0,1.0
token,openai-large,103,1.0,1.0,1.0
token,openai-large,104,1.0,1.0,0.9197207891481876
token,openai-large,105,1.0,1.0,1.0
token,openai-large,106,1.0,1.0,1.0
token,openai-large,107,0.25,1.0,0.48522855511632257
token,openai-large,108,1.0,1.0,1.0
token,openai-large,109,1.0,1.0,1.0
token,openai-large,110,1.0,1.0,1.0
token,openai-large,111,1.0,1.0,1.0
token,openai-large,112,1.0,1.0,0.9060254355346823
token,openai-large,113,1.0,1.0,0.8772153153380493
token,openai-large,114,1.0,1.0,1.0
token,openai-large,115,1.0,1.0,1.0
token,openai-large,116,1.0,1.0,0.8503449055347546
token,openai-large,117,1.0,1.0,1.0
token,openai-large,118,0.5,1.0,0.6131471927654584
token,openai-large,119,1.0,1.0,1.0
token,openai-large,120,1.0,1.0,0.8503449055347546
token,openai-large,121,0.5,0.3333333333333333,0.3065735963827292
token,openai-large,122,1.0,1.0,1.0
token,openai-large,123,1.0,1.0,1.0
token,openai-large,124,1.0,1.0,1.0
token,openai-large,125,1.0,1.0,0.8772153153380493
token,openai-large,126,0.6666666666666666,1.0,0.6713860725233041
token,openai-large,127,1.0,1.0,1.0
token,openai-large,128,1.0,1.0,1.0
token,openai-large,129,1.0,1.0,1.0
token,openai-large,130,0.75,1.0,0.7365896932159578
token,openai-large,131,1.0,1.0,1.0
token,openai-large,132,1.0,1.0,1.0
token,openai-large,133,0.5,1.0,0.5413996682199069
token,openai-large,134,0.3333333333333333,1.0,0.46927872602275644
token,openai-large,135,1.0,1.0,0.8772153153380493
token,openai-large,136,1.0,1.0,1.0
token,openai-large,137,0.5,1.0,0.6131471927654584
token,openai-large,138,0.5,1.0,0.6131471927654584
token,openai-large,139,1.0,1.0,1.0
token,openai-large,140,1.0,1.0,1.0
token,openai-large,141,1.0,1.0,0.9197207891481876
token,openai-large,142,1.0,1.0,1.0
token,openai-large,143,0.6666666666666666,1.0,0.7039180890341347
token,openai-large,144,1.0,1.0,1.0
token,openai-large,145,1.0,1.0,1.0
token,openai-large,146,1.0,1.0,1.0
token,openai-large,147,1.0,1.0,1.0
token,openai-large,148,1.0,1.0,0.9197207891481876
token,openai-large,149,1.0,1.0,1.0
token,openai-large,150,0.5,1.0,0.6131471927654584
token,openai-large,151,1.0,1.0,1.0
token,openai-large,152,0.5,1.0,0.6366824387328317
token,openai-large,153,1.0,1.0,1.0
token,openai-large,154,1.0,1.0,1.0
token,openai-large,155,1.0,1.0,1.0
token,openai-large,156,1.0,1.0,1.0
token,openai-large,157,1.0,1.0,1.0
token,openai-large,158,0.5,1.0,0.6131471927654584
